Dataset,Classifier,ACC,TPR,f1,Time to execute
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.442785024642944
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.8781099319458
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.64502930641174
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.5962536334991455
0,Random Forest,0.8953414744459522,0.8168685247336933,0.8605342155464033,0.7578167915344238
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.4865753650665283
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.308882236480713
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.18246841430664062
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.20639467239379883
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.6072237491607666
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.052883148193359375
1,Random Forest,0.8854284542845428,0.896048632218845,0.8877345203396427,0.2073526382446289
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.049854278564453125
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.1177265644073486
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.792891025543213
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,20.318469762802124
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,122.37635445594788
2,Decision Tree,0.9577,0.9530000000000001,0.9575741140424846,0.6461076736450195
2,Random Forest,0.8829,0.8266,0.8788827977278446,0.6231749057769775
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.42478394508361816
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,20.00345230102539
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.3765647411346436
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.712653160095215
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.687169790267944
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.5922644138336182
0,Random Forest,0.8888285843509725,0.8576933980946823,0.8379551351338209,0.7617685794830322
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.4855782985687256
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.156327724456787
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.17847919464111328
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.2053985595703125
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.5972604751586914
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.05183863639831543
1,Random Forest,0.8714117807844746,0.9145288753799392,0.898061764652244,0.19841861724853516
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.047859907150268555
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.1047651767730713
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.771984100341797
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,20.196823835372925
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,121.59634923934937
2,Decision Tree,0.9572999999999998,0.9526,0.9569938016456664,0.6500952243804932
