Dataset,Classifier,ACC,TPR,F1,Time to execute
0,Nearest Neighbors (KNN),0.8576756952033563,0.8738490940459627,0.8648103811801467,299.40093207359314
0,Linear SVM,0.511618458569395,0.7221112318218519,0.5719292724991042,47.546563148498535
0,RBF SVM,0.5002395853663293,0.04279774416257729,0.08190738072424326,1221.7286536693573
0,Decision Tree,0.9000924718530893,0.9310668115483773,0.9066141471274347,1.6505858898162842
0,Random Forest,0.797190397449201,0.975730756746365,0.8336769027269775,0.7071280479431152
0,Naive Bayes,0.7271917328219275,0.5258836605982236,0.6675564993835061,0.5704755783081055
0,Gradient Boost,0.9318321969636416,0.9380275737733536,0.9347967691611778,108.03705883026123
1,Nearest Neighbors (KNN),0.941427557125443,0.9213361907432718,0.9312680625613851,2.9377315044403076
1,Linear SVM,0.712489428283255,0.7483925172558539,0.694021128792812,5.256941080093384
1,RBF SVM,0.8521861080219502,0.6816053745463494,0.7884901832274595,18.02460265159607
1,Decision Tree,0.9234743008670293,0.8641191873609525,0.907046532574973,0.06680583953857422
1,Random Forest,0.8892158733955803,0.7810841064904557,0.8585054349298262,0.12366890907287598
1,Naive Bayes,0.5990405928474543,0.9978891612157575,0.6830887565251655,0.0398867130279541
1,Gradient Boost,0.945021516677652,0.9221240413843178,0.9355394203248937,3.6602022647857666
2,Nearest Neighbors (KNN),0.9042372881355932,0.8645050626879895,0.8895261798761706,0.05385756492614746
2,Linear SVM,0.852542372881356,0.8601651180797522,0.8402633970371062,0.26130127906799316
2,RBF SVM,0.9050847457627118,0.8562169659608685,0.8895977253927209,0.16057038307189941
2,Decision Tree,0.9042372881355931,0.8923908990738258,0.8925370303571988,0.01595759391784668
2,Random Forest,0.8728813559322033,0.8437787754251168,0.8557299871191694,0.07679462432861328
2,Naive Bayes,0.8669491525423728,0.8716220703415825,0.8542849342263164,0.013919830322265625
2,Gradient Boost,0.9296610169491526,0.9118674915870038,0.9205818966390851,0.37100768089294434
3,Nearest Neighbors (KNN),0.6913705523004714,0.37029478458049886,0.42262695892623714,3.4642467498779297
3,Linear SVM,0.5922343348354129,0.4275170068027211,0.42853774270485,2.969074010848999
3,RBF SVM,0.09816076762168406,0.2,0.12555160142348754,58.22643232345581
3,Decision Tree,0.8705177491700404,0.4845691609977324,0.522478146022487,0.14061713218688965
3,Random Forest,0.6276283445555683,0.37781179138321996,0.4295842249993888,0.12167525291442871
3,Naive Bayes,0.8342358126320392,0.5604988662131519,0.5500292633176901,0.051860809326171875
3,Gradient Boost,0.918989010188471,0.5371428571428571,0.5607257149766518,6.565443754196167
0,Nearest Neighbors (KNN),0.8581547839574217,0.874275606621891,0.8652606344265097,305.37135553359985
0,Linear SVM,0.5023268686771448,0.26305031284123626,0.26658791173156654,47.420466899871826
0,RBF SVM,0.5002909142129741,0.04286408237664237,0.08203114750305437,1223.6277251243591
0,Decision Tree,0.9002977989508965,0.9309675055832807,0.9067792026033399,1.6066851615905762
0,Random Forest,0.8028881526820848,0.9751741704202486,0.8375377614170689,0.6901540756225586
0,Naive Bayes,0.7272259427816354,0.525851141088823,0.6675603678507975,0.5565409660339355
