Dataset,ACC,ACC std,TPR,TPR std,F1,F1 std,Time to execute
2,0.8924524750611708,0.014639461216296012,0.8415628863077858,0.029673435540604653,0.8715496613283499,0.017858692761960563,0.16159796714782715
2,0.9132919254658386,0.01385136838914071,0.8893157939023455,0.020844342621324185,0.8994667878277174,0.012380754270988333,0.015958070755004883
2,0.8872501411631847,0.007265779777787469,0.8508600719423638,0.030694396272183223,0.8666060927769417,0.018084953684522693,0.07181024551391602
2,0.8603576134010916,0.012777927208560717,0.8481147757890704,0.03636849322092901,0.8397955991673525,0.02201389715500448,0.02094435691833496
2,0.9280293619424054,0.009219775454312615,0.9035084733994276,0.022944885609561736,0.9155059650976481,0.01373507009433633,0.3839871883392334
3,0.8743877551020407,0.011492169979837603,0.8419991750186575,0.014856660734660345,0.867939400278529,0.010332277322117332,3.4258389472961426
3,0.6231632653061224,0.11631740028615428,0.7145554224770765,0.09040706995430416,0.6569591113709116,0.06683185090092657,3.384946823120117
3,0.5926530612244898,0.022417881985958423,0.998749895154084,0.0010077181340373243,0.7060565691221699,0.015713290281558694,55.71329379081726
3,0.9600000000000002,0.006228670392666044,0.9532606500943708,0.00778685768010079,0.9590297451833795,0.005681651039100438,0.1326441764831543
3,0.9329591836734693,0.010950268102282706,0.942362582647268,0.013668190460408932,0.9324845869965541,0.009813402224552117,0.1436166763305664
3,0.8418367346938777,0.009329901592377505,0.9426869311921026,0.0118830038199768,0.8537380126406777,0.008432409235535631,0.052860260009765625
3,0.9767346938775511,0.0033471876462972845,0.974877815516275,0.004067104809962532,0.9762701252721792,0.003025212558504189,6.798901557922363
4,0.883613950997642,0.0022552702362549307,0.8262031761310933,0.005529980412776145,0.8301465261752634,0.002609825577354397,700.935492515564
4,0.5488825390618596,0.1285799547401245,0.40888982579403227,0.4218231225275031,0.273585794636803,0.19686684526937515,78.910480260849
4,0.6157718569514654,0.1119920895582698,0.2371314643795374,0.3807266042029234,0.17786594353073024,0.177654999325425,1797.1887803077698
4,0.9329202874321136,0.001131622555537532,0.9183587217406644,0.018448850507864104,0.9040388793281844,0.0027165928676368416,2.671865224838257
4,0.8646534008657399,0.0030064616210953164,0.9757308919714374,0.0008738540078335855,0.8323166292703619,0.002900327781130958,1.080378532409668
4,0.8433073803487625,0.003958395567166406,0.6281114511421444,0.011946382536167255,0.7339845651968482,0.00724501598759348,0.7816224098205566
4,0.9536671639102346,0.0006668443555901824,0.9347060356900242,0.002918467997105204,0.9328300404877604,0.001229218762617126,171.5008842945099
0,0.8573872871930875,0.0024706183725201054,0.8711542462265953,0.0013505036590042315,0.8642095858531347,0.002419274016845638,296.1673150062561
0,0.5584224484558131,0.0660875084887602,0.29937237776523223,0.24625082684345437,0.3625163012686575,0.2096997293693673,49.061599016189575
0,0.5187270082984001,0.03537050326397791,0.23404777867090437,0.3822465693262983,0.2093149323187206,0.2543089784121135,1190.741276025772
0,0.8984002053212421,0.0027416772006439325,0.9250920578678077,0.012437147637231997,0.9046310090069708,0.00261615493048348,1.666283369064331
0,0.795123620497904,0.004389800382807623,0.9758348126242815,0.0013975878079824666,0.832297728082511,0.0028412810671224267,0.6622347831726074
0,0.7277440328513988,0.0028954016256531527,0.525738751777329,0.00937307844869589,0.6679177752574832,0.007663411320304409,0.5393474102020264
0,0.9322439900761399,0.0021445724844463996,0.9388838372408708,0.0017176655703066408,0.9352334036116314,0.0015842338547167945,105.53462600708008
1,0.9445416858590511,0.006279278926928391,0.9286081970313804,0.008271544233092705,0.9354177165798326,0.007515887074131572,2.7676284313201904
1,0.7019806540764625,0.06768910811978485,0.6792658289735176,0.06591945774578095,0.6646123299721463,0.06897132885495177,4.973095893859863
1,0.8829111008751728,0.008185000932746645,0.7528914252449697,0.016040081446952202,0.8476523098645098,0.01039361572118124,17.800117254257202
1,0.9227084292952556,0.006244039872070225,0.8625451053703529,0.023561554781015914,0.9060513882425372,0.008792325788618001,0.06529355049133301
1,0.8299401197604791,0.04337185116055524,0.6565618713254604,0.09956056610697867,0.7655483632642257,0.07186892252631046,0.12353205680847168
1,0.5973284200829111,0.004772670233805112,0.998492110878184,0.001289448139865442,0.6820851618970354,0.007441737390333322,0.037844181060791016
1,0.9494242284661446,0.004989996338627685,0.9304409114110628,0.005311330436257327,0.9409274442130562,0.0055368379246095835,3.6083321571350098
2,0.9002522115565593,0.009956312165675009,0.8546739441216614,0.03776462895855982,0.8814045186532452,0.01430143355548862,0.05020928382873535
2,0.8170600414078676,0.04312029272082998,0.8211441626610994,0.06072824184464611,0.796343785731239,0.04612927385960767,0.25260472297668457
2,0.8898475437605873,0.011878128562152132,0.8150787356972924,0.056647429858388186,0.8648415857598625,0.019364569727254553,0.15880632400512695
2,0.8941878411443629,0.0021736449594866457,0.8899618594463956,0.027086823683862636,0.8795942058843433,0.007138998939189298,0.015740633010864258
2,0.8820478072651985,0.019703072199000422,0.8549277379468837,0.044300482767748,0.8628041989893701,0.02439294979715981,0.06672835350036621
2,0.8655825334086205,0.017432519160159376,0.8641743136588499,0.043909385012804024,0.8475614079361646,0.02537523619275602,0.01392817497253418
2,0.9202183323922455,0.01111290146054701,0.894297285924679,0.03327032838593881,0.9066368508367866,0.015476340789576366,0.35395026206970215
3,0.8731632653061224,0.004263792329750245,0.8384700232296822,0.0070683630107614154,0.8661200820770084,0.00643686091029792,3.4587013721466064
3,0.566530612244898,0.06018038274475569,0.6537309920536114,0.10756750836255413,0.5944753734772524,0.04263419821861414,3.112095832824707
3,0.5970408163265306,0.02593001505912141,0.9983539495991591,0.0014050219542552128,0.7082001230105031,0.018686002231081442,53.78906583786011
3,0.9616326530612245,0.0044055169683515985,0.958196576507946,0.0061715533099882345,0.9606110112998391,0.005291521402987555,0.1328883171081543
3,0.9310204081632654,0.011442229448138885,0.9441027788730956,0.006542407842551979,0.9306167014538407,0.011346499590154088,0.12666082382202148
3,0.8435714285714286,0.006633437944140806,0.9452400154958177,0.007768053551961513,0.8553903565951371,0.007246101211801235,0.05402231216430664
3,0.9775510204081632,0.001676701706648454,0.9749542978826335,0.00256865969897872,0.9770025973129097,0.002005531323064331,6.559853792190552
4,0.8829920227448426,0.002630687562590308,0.8238364834967629,0.005179083621107119,0.8289836206229998,0.0035880982908254896,679.1695718765259
4,0.5295374158394835,0.15456493689127923,0.5830067533306835,0.39559276007708744,0.40178919059779333,0.23818570471674355,71.4382631778717
4,0.6144344252548132,0.11098868151589203,0.23479244137978825,0.3813738209298625,0.17341049981455564,0.17826603198621818,1799.2123754024506
4,0.9321853591164546,0.0010794071874560334,0.9253295687821554,0.017008959287673514,0.9037457419407483,0.002941984766161745,2.667496919631958
4,0.8648343298177948,0.0015585675836714405,0.9759195187565666,0.0013323426791559659,0.832505377356641,0.002910244682345824,1.1493611335754395
4,0.8433524323481001,0.00446840314453092,0.6288744427680131,0.008903505573260952,0.7343222483916837,0.006524868895347201,0.8108334541320801
4,0.9537689316521837,0.000871275125560473,0.9349417998542731,0.002903601328270686,0.9329786242572891,0.0017049903344199097,178.08976244926453
0,0.8565146719137651,0.0046862321489587345,0.8718111575530045,0.0020407261379515856,0.8636007245269361,0.0038908605682959063,300.67058777809143
0,0.5691333732569082,0.0692790521175873,0.7015876175541281,0.3360847089356638,0.568557175806794,0.23921197282660842,47.67611885070801
0,0.49968346308495165,0.002284951668057523,0.04197753579628791,0.002563393897683461,0.08037904043320024,0.00471937683644535,1197.4347350597382
0,0.898092223457952,0.003809217853650624,0.9268838950927755,0.012256043539866536,0.9045217800757979,0.00407304326815374,1.7084085941314697
0,0.7951920609119685,0.002264100549278473,0.9758577341719443,0.0012843286874011362,0.8323372453858979,0.001975917566784244,0.6702249050140381
0,0.7279322439900761,0.003935472589405438,0.5263178142067149,0.007502146874339759,0.6683566079583958,0.006413853219094432,0.5890352725982666
0,0.9323979810077851,0.0021840696958125416,0.9397904005348995,0.003255458327235698,0.9354122080001861,0.002274742611474344,109.05684995651245
1,0.9475817595578073,0.006223618886800374,0.9337857228627797,0.012196640584171135,0.9388905356530233,0.008885475139858505,2.796443462371826
1,0.6465223399355136,0.08150014964712651,0.6367239663293651,0.10412749423729584,0.6081747779483593,0.0935335382470082,4.9765496253967285
1,0.8852141870105943,0.005951773488793422,0.7562551412374148,0.019036241776803704,0.8504503608250777,0.01317535649975359,17.607056140899658
1,0.9202210962690003,0.0037466051419001033,0.85925277343138,0.017117227584360056,0.9030145046278758,0.0059675390123448534,0.06589198112487793
1,0.8042376784891754,0.03383201393049833,0.6013670794974793,0.07230340055222466,0.7244947282988037,0.05685698186559561,0.12358808517456055
1,0.5958544449562414,0.009611791405451887,0.9982894415489735,0.0008567539884429885,0.6812457649101524,0.010421365543517675,0.03908538818359375
1,0.9486872409028099,0.0018099385264291636,0.9286354255094867,0.006351033944268722,0.9399170938113454,0.0035065069414843427,3.6320149898529053
2,0.8994089968003012,0.018786421185865362,0.8417415402058259,0.04649512709663977,0.8779703504140312,0.027292493762816082,0.05091738700866699
2,0.8438546960286091,0.02302496045237711,0.8280378946450375,0.029129626242662934,0.8206963352793875,0.033525724177347276,0.2539944648742676
2,0.8855411255411255,0.015718723384012166,0.8058075178789463,0.038659764508544,0.8593115568872476,0.017880956218314092,0.15619397163391113
2,0.9037417654808959,0.00826888818514331,0.8533437554508982,0.01980853546301317,0.8849345533647061,0.009635734651186159,0.017982959747314453
2,0.8837756446452099,0.01438261157866555,0.8686852433281006,0.037921763229543604,0.8652572622684858,0.02410296424899155,0.09075808525085449
2,0.8664483342744213,0.010948353701324432,0.8582198674341532,0.043918346094440036,0.8470187276790059,0.020534572396047078,0.014959096908569336
2,0.9236965932618105,0.010343380591198667,0.8881384092098378,0.03577875647970165,0.9095769465743148,0.01438355527313122,0.3618497848510742
3,0.8732653061224489,0.004868106302806746,0.8358410057432263,0.011989093908182006,0.8658588242308382,0.006215018694629242,3.358809232711792
3,0.5491836734693878,0.05490478676911907,0.6213506950439441,0.10754946217590082,0.5722149974001031,0.040251942438108194,3.100977659225464
3,0.5940816326530611,0.025405089560824295,0.998571536776549,0.0010199171576274946,0.7066825056749486,0.018979516297284577,53.87636089324951
3,0.9602040816326533,0.0036932573613987353,0.953161059739281,0.005629643396795054,0.9591168606253586,0.0035246301659369816,0.1355452537536621
3,0.9356122448979592,0.010383123140338804,0.9402236647835549,0.01457245798038347,0.9343682739275063,0.012272954502698481,0.12875628471374512
3,0.8433673469387756,0.006156368624080952,0.9442644445269632,0.006773150938191233,0.8550191860768127,0.008479651598789575,0.056757450103759766
3,0.9773469387755103,0.002824153572060801,0.9756703687103172,0.002912331978207824,0.9769040425822351,0.0023103033334205304,6.585144996643066
4,0.8830260380014074,0.0027830643722781185,0.8246274843253556,0.006558274581696335,0.8291406150454443,0.004857172692156445,681.7662575244904
4,0.6030264643106169,0.11997787294271679,0.5008430895922824,0.36239313587599503,0.40470556087657367,0.1681919223264432,80.02761173248291
4,0.6128887220154289,0.11469692981434722,0.23705483753890558,0.3806604898576087,0.17617917359535423,0.17434083976266335,1791.5507426261902
4,0.933971789004041,0.002619683384033526,0.9267352964819071,0.007794700835505078,0.9062360786315496,0.0030273456109642443,2.6599278450012207
4,0.8654448276149684,0.0012026977115611552,0.9755378528114752,0.0014470976874249473,0.8330986168534743,0.0005603240661191513,1.1027612686157227
4,0.843465527643452,0.004390336378204443,0.628307807782819,0.01202993848766885,0.7342394113529063,0.008312950038450624,0.7957627773284912
4,0.9535993634890321,0.0019712607085151227,0.9346426189198764,0.0035738877989776653,0.9327378249588161,0.0028970320817627558,172.13876390457153
0,0.8567028830524425,0.00293925483842993,0.8723928808531705,0.004832628655014159,0.8638117752073715,0.0027510728139354544,296.5590102672577
0,0.5705706219522628,0.06168747836963079,0.516855165726497,0.334235947632729,0.4877005109741871,0.2335127480177576,47.85563135147095
0,0.5173239798100778,0.035878993616157824,0.23420560578523236,0.3819940294229006,0.2091346946607362,0.25297919694962706,1189.7210476398468
0,0.9009153905381128,0.0015676067305735433,0.9349371891880617,0.0027398053345274705,0.9076758330767429,0.0008673892654121999,1.6530961990356445
0,0.79514073060142,0.001890337369442601,0.9758269358418927,0.0011475945067762868,0.8322828664483408,0.002540430618133776,0.6635315418243408
0,0.726289674052528,0.004242339669101984,0.525818343506046,0.014912158772038312,0.6666809924231726,0.010734440278125333,0.5388054847717285
0,0.9324150911113012,0.0007157669830901278,0.9388477242012814,0.003168829747982961,0.9353691298942477,0.0007700183299587867,105.7676682472229
1,0.9438968217411331,0.003987998308966061,0.9265224849036743,0.005770897912435303,0.9346551962276365,0.0038499504497728114,2.7565712928771973
1,0.6164900967296176,0.06467078991248082,0.6238876728537969,0.08448955494052285,0.5839437833010755,0.07421319666516599,5.068185567855835
1,0.8846614463380928,0.00237742752658939,0.7577480195818079,0.008410026805181936,0.8504100285837112,0.003834926357171985,17.623151779174805
1,0.9247351450944266,0.001809938526429141,0.8751236246735793,0.014407712501117862,0.9095722785034809,0.0031426723986970368,0.06487512588500977
1,0.8039613081529249,0.03700634463651719,0.6040729280993021,0.07719049154647159,0.7250043322829337,0.060839865270326095,0.12229633331298828
1,0.5982496545370797,0.00945062633126277,0.9984961532406734,0.0011068853478468715,0.682643247174132,0.008206528257904265,0.038947105407714844
1,0.9500690925840628,0.002921925661382542,0.9291176225216702,0.008727474100542807,0.9415214439968382,0.00367907320802963,3.5973026752471924
2,0.9123847167325427,0.017285236842939557,0.8591021288034261,0.03247587589532299,0.8949049487043409,0.02142872239098599,0.07081031799316406
2,0.8378354978354977,0.025700098113716187,0.8336257463235492,0.04722294324580175,0.8173083531274644,0.028174174351822793,0.26727914810180664
2,0.8959345002823265,0.008961955886771173,0.8178446433263717,0.03458042536124201,0.8723719658075197,0.010691231776339117,0.16005969047546387
2,0.9132467532467532,0.016582839960338724,0.8809645513988196,0.027724309131024635,0.8983730835089588,0.019106685480922033,0.017035961151123047
2,0.884626388104649,0.02284425040867402,0.8520516490370517,0.042893778828620555,0.8645850652996183,0.03078868498412611,0.06588053703308105
2,0.870773574251835,0.02786702573802855,0.8708336153245633,0.049007893789029366,0.8540006595211814,0.032432612419992325,0.01408076286315918
2,0.9262676453980803,0.02038251472652351,0.9027833169857855,0.026964413130210457,0.9141066199533656,0.02406433304187052,0.3570401668548584
3,0.8726530612244897,0.002914868746344026,0.8368124111083013,0.006122918801561458,0.8655159196652338,0.003168001037311604,3.348381996154785
3,0.5596938775510204,0.06351415836805863,0.6320132906635924,0.10087711667154711,0.5822672365447554,0.056515369755331196,3.062767267227173
3,0.5885714285714286,0.011143492543743633,0.9979501159113375,0.002553910754217318,0.7037682890328784,0.008714169696065347,53.50280809402466
3,0.9619387755102041,0.003701705540248407,0.9570917145942381,0.004390332472310265,0.9610140807823523,0.003396146763522236,0.1320476531982422
3,0.9323469387755102,0.010191829378925524,0.9514447974938168,0.003088436398778081,0.9323050117004554,0.010332460014228896,0.1294705867767334
3,0.8441836734693877,0.0033001962507747265,0.9473192186528543,0.0052749871077630225,0.856194955644565,0.003916069609297831,0.053758859634399414
3,0.9764285714285714,0.0021980264518916145,0.9743733304629281,0.0044261855561862915,0.9758940222459664,0.0022718413876619127,6.623496770858765
4,0.8836139235144393,0.0010725992823569493,0.8242410188425555,0.0046353558676660335,0.8297773481616819,0.0022339649548360086,677.5939621925354
4,0.5762551631270273,0.135269157398972,0.7476012860361488,0.07654322433263044,0.5577070267044697,0.08279196568821212,74.60475516319275
4,0.5589680843642276,0.1355214961142999,0.42503449150488004,0.46757897185779207,0.2618054825805383,0.21926374779559402,1791.3411860466003
4,0.9326715312147981,0.001776996399651377,0.9158786652487863,0.019938107366447057,0.9034553423411499,0.00380029832604912,2.638840913772583
4,0.8647777904789942,0.001974272188384776,0.975288305894866,0.0022192269117468056,0.8323116504320606,0.004637505590314811,1.10150146484375
4,0.8432507138202574,0.004393511110855336,0.6276396187505113,0.010180655686826648,0.7337644212051307,0.007350514869455374,0.8126716613769531
4,0.9536332496384601,0.0017810340554790846,0.9343665517368743,0.0047702987392212876,0.9327115448608362,0.0036297615894748964,171.789000749588
0,0.8563949011891522,0.0027336569876597323,0.8719494280654352,0.006180236173745069,0.863490862915399,0.0031682642348999576,295.79690957069397
0,0.5494909744203953,0.06460406684332037,0.48202871788663293,0.38810887053138887,0.4293440965200361,0.27307648288443126,49.57674837112427
0,0.49961502267088714,0.0035607930113140513,0.04164977479318468,0.002430913344502362,0.07979394459176338,0.004489959861391374,1191.0189049243927
0,0.8988450680126615,0.004808395741705937,0.9220661685004536,0.013859888867426845,0.9047007366595826,0.005136471623694603,1.6615514755249023
0,0.7953631619471297,0.003086939610346265,0.975695769713335,0.0012001107887848468,0.8324312234657498,0.002441402943906885,0.6740736961364746
0,0.7271793994353667,0.0026033234758666987,0.5244938901337661,0.005456806410664855,0.6669784623005418,0.005187830626239349,0.5615024566650391
0,0.9321242193515271,0.0017132332211424555,0.9385866080163991,0.0020697016983533124,0.935093436078651,0.0017123981644949218,106.13100743293762
1,0.945278673422386,0.0039128071085389815,0.93185954101309,0.005128676197907062,0.9363853670904796,0.005383486595799503,2.75410532951355
1,0.6817134960847536,0.10772260408496444,0.6745533271239857,0.11674268958596966,0.6481956430417366,0.1145122204604309,5.0508739948272705
1,0.8815292491939198,0.00759334169875447,0.7511642129875745,0.013512272563975516,0.8458763435133315,0.008885297527761873,17.63671565055847
1,0.9223399355135882,0.0051671317042395965,0.860799628317127,0.0140663048565417,0.9055507867415367,0.006626545432923678,0.06668329238891602
1,0.8212805158912942,0.049932267153074826,0.6416488973014892,0.11423289063869195,0.7515219648529882,0.08150776805828923,0.12466645240783691
1,0.5973284200829111,0.012538268286208442,0.9985210299217535,0.000813569534255629,0.682120129687965,0.011092793035296578,0.03907012939453125
1,0.9487793643482266,0.002904446387919758,0.9289113712390794,0.005968263989398139,0.9400750328157734,0.0038165340502772185,3.640211820602417
2,0.9080745341614908,0.012939385713581929,0.8690184549736006,0.04016394359897533,0.8915724417426546,0.01517319545101454,0.04938244819641113
2,0.8403839638622246,0.031051044456033187,0.8470279725092669,0.04125914625303211,0.8220995699740946,0.03391706798142149,0.2540469169616699
2,0.9002484472049691,0.01482734273735576,0.8251112116176861,0.029297363859271126,0.8781055817121391,0.017357642993408886,0.15873217582702637
2,0.9037492941840768,0.0217255807388289,0.88534218883656,0.03653853602631096,0.8894380262445051,0.022142031454659816,0.015183448791503906
2,0.8812045925089403,0.014720061660392896,0.864984455347223,0.019716465407732336,0.8640619677312728,0.01261490520365168,0.06581401824951172
2,0.8681686429512515,0.012787366604848843,0.8651355757224183,0.0400694307573132,0.8509277751568766,0.014193936418788609,0.014841556549072266
2,0.9280444193487671,0.01778806495017674,0.9066827455337391,0.01816234510694056,0.9168103162420593,0.01867957044757314,0.35650205612182617
3,0.8716326530612244,0.004814337188606311,0.8324755824321427,0.0026412940197107623,0.8639432931421386,0.005580638784623941,3.355083703994751
3,0.5442857142857143,0.04673023773426092,0.6987922072159745,0.14060486737638744,0.5950985543202385,0.05357067812464755,3.023329019546509
3,0.601530612244898,0.019820624179302318,0.9987713025452498,0.0015059538014425059,0.710545570747092,0.015265912913155748,53.49271368980408
3,0.9605102040816327,0.002787040874234212,0.9537315740484964,0.007985246874227376,0.9593847073264069,0.003474771861722636,0.13223958015441895
3,0.9272448979591836,0.011007172702172923,0.942402049305446,0.01422110114251836,0.926830604922924,0.011668429596182977,0.12765932083129883
3,0.8421428571428571,0.004501376530635255,0.946325442462989,0.01172729332603719,0.8543747458699009,0.006525460146318869,0.051981210708618164
3,0.9769387755102041,0.0026294079034132694,0.9746263236131598,0.005445450968221257,0.9764025315751328,0.0027711628566731462,6.551016807556152
4,0.8840661832584409,0.0017094257598394723,0.8251485533344477,0.0033576165534201286,0.8304938917281355,0.0035515784085495407,680.6794843673706
4,0.6325810430904337,0.11538224363222813,0.7291620193537884,0.30673473543536883,0.5408637150672247,0.18607697077572508,75.58817911148071
4,0.6117887860928348,0.11446455748440362,0.23431450102323897,0.38201714983343954,0.17107852606292867,0.17649043362336583,1792.1217679977417
4,0.9335873501338575,0.0015792098516362464,0.9161005051842448,0.011997340231783019,0.9047205698628698,0.002439176009805189,2.6399383544921875
4,0.8647212511401934,0.002392222551734414,0.9758951762972836,0.0029949686252998225,0.8323954483226362,0.0031332550884190223,1.1027445793151855
4,0.8432620439302372,0.0045768020864471876,0.627812155909385,0.010514241162435819,0.7338593156046829,0.00764148387751022,0.7911052703857422
4,0.9541081031314201,0.0011551887059074945,0.9348060687390156,0.004495898974920709,0.9334358225220031,0.001752295646219774,171.9210226535797
0,0.85772948926341,0.002149345024887266,0.8726410230991153,0.003075460469542153,0.8646754271405843,0.002639934777195117,295.73799896240234
0,0.5494054239028145,0.06654198230045731,0.7444606237148909,0.3084030950775649,0.5902274447368959,0.1880889466621114,48.111464738845825
0,0.5502095987680725,0.04399774540308982,0.6163953239883169,0.4679358415747531,0.4616114301075749,0.3092528727235367,1197.2225303649902
0,0.8998032338095646,0.004264296421198256,0.9382973909294849,0.005526485716095645,0.907053956194351,0.003213609215755412,1.6695339679718018
0,0.7951749508084524,0.0016941594722541104,0.9758313194959817,0.0011754154281700846,0.8322978679344297,0.002751161682798204,0.6717820167541504
0,0.7276927025408504,0.008326663123581933,0.5258263267682414,0.011825287441156736,0.6679223244816236,0.010949073841489564,0.5433664321899414
0,0.9323808709042691,0.0023457696078862463,0.9395058024306409,0.0017582988491134407,0.9353797287805163,0.002246500457113789,105.62236285209656
1,0.9474896361123907,0.004340568950489071,0.9302421410333583,0.011213550357232897,0.9387022726236776,0.005897389102014622,2.774301767349243
1,0.7154306771073238,0.0598642220720284,0.7224198199083881,0.06460288228896248,0.6873526659128997,0.06703462400167642,4.955755233764648
1,0.880792261630585,0.009659353020520041,0.7470343964679786,0.0230717907480304,0.8442119384591826,0.013817014906403698,17.55305528640747
1,0.9210502072777521,0.002516167716950317,0.856160374268258,0.014097492217266645,0.903689000581134,0.0034683467937222327,0.06665897369384766
1,0.812344541685859,0.017292726503697568,0.6313075249444895,0.034270828785765976,0.7438387327263577,0.02882043436247702,0.12288570404052734
1,0.5970520497466605,0.007308589026365273,0.9987314178456381,0.0007898882569498012,0.6820520566244461,0.006491657163366405,0.03823566436767578
1,0.9481345002303087,0.003893237514346471,0.9266148282719788,0.007211713555511147,0.939282228217446,0.004164433285816848,3.6174073219299316
2,0.9080519480519481,0.023603791452356086,0.8639423389920324,0.040133860857268486,0.8907817373422311,0.028228392042159586,0.050594329833984375
2,0.8447317899491813,0.027198954015198888,0.843773723007627,0.03742675708583557,0.8249027157115292,0.032506674763322724,0.25232529640197754
2,0.8985130811217769,0.030074686234917117,0.8403447122390659,0.05294374119173802,0.877237532828854,0.03886173764994181,0.16057705879211426
2,0.901140598531903,0.01922276229626534,0.8840382435322395,0.03567223820683279,0.8855283266776898,0.025569171906800605,0.015975475311279297
2,0.8802860907208734,0.020591191072330657,0.8592093955222468,0.04557603109088084,0.8619570851650028,0.022988139505755283,0.06600141525268555
2,0.8664069264069264,0.01699390415820313,0.8603862298680898,0.04003353960720062,0.8482858258714028,0.020834033818027113,0.014811992645263672
2,0.9228194993412385,0.018834565941421483,0.9014757660061697,0.034506953989572424,0.9100302008057669,0.02443861816177606,0.3562018871307373
3,0.876122448979592,0.0032653061224489715,0.8396290907923996,0.011787657556387427,0.8690582129782222,0.004175594061525879,3.363631248474121
3,0.6136734693877551,0.0984471265944003,0.7670686881872382,0.09911866057242769,0.6623033065889874,0.06514869073125054,3.165070056915283
3,0.5941836734693878,0.019270861357484563,0.9983292720440982,0.0008360981609888682,0.7067630932464286,0.013188312931692535,53.507473945617676
3,0.9622448979591838,0.0012073632210407336,0.9572736089383863,0.006489094113565741,0.9612814584704195,0.0014715957739083274,0.15253496170043945
3,0.9413265306122449,0.004056042227418737,0.946054204424405,0.00683514227894582,0.9404367024920971,0.004278988656282242,0.1515941619873047
3,0.8442857142857143,0.005106120817631368,0.9471535265170589,0.007816521843399905,0.8563029601985036,0.0032665668438441363,0.05388355255126953
3,0.9771428571428572,0.001973375469980984,0.9756058954380716,0.005250724602974423,0.9766286409103614,0.0021167506502716748,6.584388256072998
4,0.8831503528347853,0.000775530688877498,0.8245036694740107,0.0030404794819332316,0.8292751009564364,0.0021063858371984426,677.7209236621857
4,0.5848376482547001,0.11811173888635586,0.3670854870108541,0.29609729344671115,0.3335561301551995,0.09339705940953005,72.89763903617859
4,0.5605962646940459,0.13738253742460488,0.42501432196981986,0.4680895757432238,0.26282118338963567,0.2215569573619079,1792.968073606491
4,0.9330672024058924,0.0024973844173196607,0.9228269002712539,0.015200915926450105,0.904615654390241,0.005094284490303578,2.6558873653411865
4,0.8646420790646354,0.001980214770366472,0.9758220844352253,0.001073550829620816,0.8322848431784301,0.0035813690333417973,1.0908586978912354
4,0.8432733682879189,0.0021391870205023614,0.6276697705741972,0.007739355316963827,0.7337812377998097,0.006967400420678843,0.7855339050292969
4,0.9539837103224448,0.0013629614243416339,0.9353329988373634,0.00229035663107961,0.9333009645547271,0.0020513110154937405,171.61766147613525
0,0.857592608435281,0.004497256531062806,0.8733592361196882,0.005679852016415225,0.8646664750922246,0.004597953001215341,295.70313811302185
0,0.5155103088373685,0.009119123380409561,0.6258883078128192,0.3891550959646983,0.4994272872424933,0.2118876655699601,49.7706241607666
0,0.5182992557104971,0.03488768987580003,0.23334192820315378,0.3825964560402668,0.20800930098314052,0.25494404580839924,1191.3485670089722
0,0.8991872700829839,0.001986246469115432,0.9297761962007604,0.019727808907508172,0.9056769354454433,0.0036553235999187083,1.6787867546081543
